question,query,some_tables_in_query,only_relevant_tables,no_relevant_tables,founded_tables,method
"Wie lauten die Namen der Dirigenten sowie der entsprechenden Orchester, die sie dirigiert haben?","SELECT T1.Name ,  T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID",True,False,False,"['conductor', 'orchestra']",cross-encoder
"Zeigen Sie die Namen der Dirigenten an, die mehr als ein Orchester dirigiert haben.",SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID HAVING COUNT(*)  >  1,True,False,False,"['conductor', 'orchestra']",cross-encoder
"Wie lauten die Namen von Dirigenten, die in mehr als einem Orchester dirigiert haben?",SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID HAVING COUNT(*)  >  1,True,False,False,"['conductor', 'orchestra']",cross-encoder
"Zeigen Sie den Namen des Dirigenten an, der die meisten Orchester dirigiert hat.",SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1,True,False,False,"['conductor', 'orchestra']",cross-encoder
"Wie lautet der Name des Dirigenten, der die meisten Orchester dirigiert hat?",SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1,True,False,False,"['conductor', 'orchestra']",cross-encoder
"Bitte geben Sie den Namen des Dirigenten an, der nach 2008 gegründete Orchester dirigiert hat.",SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID WHERE Year_of_Founded  >  2008,True,False,False,"['conductor', 'orchestra']",cross-encoder
"Wie lauten die Namen der Dirigenten, die nach dem Jahr 2008 gegründete Orchester dirigiert haben?",SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID WHERE Year_of_Founded  >  2008,True,False,False,"['conductor', 'orchestra']",cross-encoder
Bitte geben Sie die verschiedenen Plattenfirmen und die entsprechende Anzahl von Orchestern an.,"SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company",True,False,False,['orchestra'],cross-encoder
Wie viele Orchester verwaltet jede Plattenfirma?,"SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company",True,False,False,['orchestra'],cross-encoder
Bitte zeigen Sie die Plattenformate von Orchestern in aufsteigender Reihenfolge der Zählung an.,SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC,False,False,False,"['orchestra', 'Payments', 'payment']",cross-encoder
"Welches sind die wichtigsten Plattenformate von Orchestern, sortiert nach ihrer Häufigkeit?",SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC,True,False,False,['orchestra'],cross-encoder
"Führen Sie die Plattenfirma auf, die von der größten Anzahl von Orchestern gemeinsam genutzt wird.",SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,True,False,False,['orchestra'],cross-encoder
"Welches ist die Plattenfirma, die von der größten Anzahl von Orchestern genutzt wird?",SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,True,False,False,['orchestra'],cross-encoder
"Nennen Sie die Namen der Orchester, die keine Aufführungen haben.",SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance),True,False,False,"['orchestra', 'performance']",cross-encoder
"Welches sind die Orchester, die keine Aufführungen haben?",SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance),True,False,False,"['orchestra', 'performance']",cross-encoder
"Geben Sie die Plattenfirmen an, die sich die vor 2003 und nach 2003 gegründeten Orchester teilen.",SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003,True,False,False,['orchestra'],cross-encoder
"Welches sind die Plattenfirmen, die sowohl von den vor 2003 gegründeten Orchestern als auch von den nach 2003 gegründeten Orchestern genutzt werden?",SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003,True,False,False,"['orchestra', 'orchestra']",cross-encoder
"Finden Sie die Anzahl der Orchester, deren Plattenformat ""CD"" oder ""DVD"" ist.","SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format  =  ""CD"" OR Major_Record_Format  =  ""DVD""",True,False,False,['orchestra'],cross-encoder
"Zählen Sie die Anzahl der Orchester, deren Plattenformat ""CD"" oder ""DVD"" ist.","SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format  =  ""CD"" OR Major_Record_Format  =  ""DVD""",True,False,False,['orchestra'],cross-encoder
"Zeigen Sie die Gründungsjahre von Orchestern an, die mehr als eine Aufführung gegeben haben.",SELECT Year_of_Founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.Orchestra_ID  =  T2.Orchestra_ID GROUP BY T2.Orchestra_ID HAVING COUNT(*)  >  1,True,False,False,"['orchestra', 'performance']",cross-encoder
"Was sind Gründungsjahre für Orchester, die mehr als eine Aufführung gegeben haben?",SELECT Year_of_Founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.Orchestra_ID  =  T2.Orchestra_ID GROUP BY T2.Orchestra_ID HAVING COUNT(*)  >  1,True,False,False,"['orchestra', 'performance']",cross-encoder
Wie viele Gymnasiasten gibt es?,SELECT count(*) FROM Highschooler,True,False,False,['Highschooler'],cross-encoder
Zählen Sie die Anzahl der Gymnasiasten.,SELECT count(*) FROM Highschooler,True,False,False,['Highschooler'],cross-encoder
Zeigen Sie die Namen und Klassen der einzelnen Gymnasiasten an.,"SELECT name ,  grade FROM Highschooler",False,False,False,"['CLASS', 'Highschooler']",cross-encoder
Wie lauten die Namen und die Klassen der einzelnen Gymnasiasten und Gymnasiastinnen?,"SELECT name ,  grade FROM Highschooler",False,False,False,"['CLASS', 'Highschooler']",cross-encoder
Zeigen Sie alle Klassen der Gymnasiasten an.,SELECT grade FROM Highschooler,False,False,False,"['CLASS', 'Highschooler']",cross-encoder
Wie sind die Klassen der einzelnen Gymnasiasten?,SELECT grade FROM Highschooler,False,False,False,"['CLASS', 'Highschooler']",cross-encoder
In welcher Klasse ist Kyle?,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""",False,False,False,['CLASS'],cross-encoder
Geben Sie die Klasse für den Gymnasiasten namens Kyle zurück.,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""",False,False,False,"['CLASS', 'Highschooler']",cross-encoder
Zeigen Sie die Namen aller Gymnasiasten in Klasse 10 an.,SELECT name FROM Highschooler WHERE grade  =  10,False,False,False,"['Highschooler', 'CLASS']",cross-encoder
Wie lauten die Namen aller Gymnasiasten in Klasse 10?,SELECT name FROM Highschooler WHERE grade  =  10,False,False,False,"['Highschooler', 'CLASS']",cross-encoder
Zeigen Sie die ID des Gymnasiasten namens Kyle an.,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle""",True,False,False,['Highschooler'],cross-encoder
Wie viele Gymnasiasten gibt es in Klasse 9 oder 10?,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,False,False,False,"['Highschooler', 'CLASS']",cross-encoder
Zählen Sie die Anzahl der Gymnasiasten in den Klassen 9 oder 10.,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,False,False,False,"['Highschooler', 'CLASS']",cross-encoder
Zeigen Sie die Anzahl der Gymnasiasten für jede Klasse an.,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade",False,False,False,"['Highschooler', 'CLASS']",cross-encoder
Wie viele Gymnasiasten gibt es in jeder Klasse?,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade",False,False,False,"['Highschooler', 'CLASS']",cross-encoder
Welche Klasse hat die meisten Gymnasiasten?,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,False,False,False,"['CLASS', 'Highschooler']",cross-encoder
Geben Sie die Klasse mit der höchsten Anzahl von Gymnasiasten an.,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,False,False,False,"['CLASS', 'Highschooler']",cross-encoder
"Zeigen Sie mir alle Klassen, die mindestens 4 Schüler haben.",SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,False,False,False,"['CLASS', 'school']",cross-encoder
In welchen Klassen gibt es 4 oder mehr Gymnasiasten?,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,False,False,False,"['CLASS', 'Highschooler']",cross-encoder
Zeigen Sie die entsprechenden IDs der Schüler und die Anzahl ihrer Freunde.,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id",False,False,False,"['school', 'Friend']",cross-encoder
Wie viele Freunde hat jeder Schüler?,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id",False,False,False,"['Friend', 'school']",cross-encoder
Zeigen Sie die Namen der Gymnasiasten und die entsprechende Anzahl ihrer Freunde.,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id",True,False,False,"['Highschooler', 'Friend']",cross-encoder
Wie lauten die Namen der Gymnasiasten und wie viele Freunde hat jeder von ihnen?,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id",True,False,False,"['Highschooler', 'Friend']",cross-encoder
"Wie lautet der Name des Gymnasiasten, der die meisten Freunde hat?",SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,True,False,False,"['Highschooler', 'Friend']",cross-encoder
Geben Sie den Namen des Gymnasiasten mit den meisten Freunden zurück.,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,True,False,False,"['Highschooler', 'Friend']",cross-encoder
"Zeigen Sie die Namen der Gymnasiasten, die mindestens 3 Freunde haben.",SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,True,False,False,"['Highschooler', 'Friend']",cross-encoder
"Wie lauten die Namen der Gymnasiasten, die 3 oder mehr Freunde haben?",SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,True,False,False,"['Highschooler', 'Friend']",cross-encoder
Zeigen Sie die Namen aller Freunde des Gymnasiasten Kyle.,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""",True,False,False,"['Friend', 'Highschooler']",cross-encoder
Geben Sie die Namen der Freunde des Schülers Kyle aus dem Gymnasium zurück.,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""",True,False,False,"['Friend', 'school']",cross-encoder
Wie viele Freunde hat des Gymnasiasten Kyle?,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",True,False,False,"['Friend', 'Highschooler']",cross-encoder
"Zählen Sie die Anzahl der Freunde, die Kyle hat.","SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",True,False,False,['Friend'],cross-encoder
"Zeigen Sie die IDs aller Schüler an, die keine Freunde haben.",SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,True,False,False,"['school', 'Friend']",cross-encoder
"Wie lauten die IDs von Schülern, die keine Freunde haben?",SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,True,False,False,"['school', 'Friend']",cross-encoder
"Zeigen Sie die Namen aller Schüler des Gymnasiums, die keine Freunde haben.",SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,True,False,False,"['school', 'Friend']",cross-encoder
"Wie lauten die Namen der Schüler, die keine Freunde haben?",SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,True,False,False,"['school', 'Friend']",cross-encoder
"Zeigen Sie die IDs von Gymnasiasten, die Freunde haben und auch von jemand anderem gemocht werden.",SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,False,False,False,"['Highschooler', 'Friend']",cross-encoder
"Wie lauten die IDs von Studierenden, die sowohl Freunde haben als auch gemocht werden?",SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,True,False,False,['Friend'],cross-encoder
"Zeigen Sie die Namen aller Studierenden an, die einige Freunde haben und auch von jemand anderem gemocht werden.",SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,True,False,False,['Friend'],cross-encoder
"Wie lauten die Namen von Gymnasiasten, die sowohl Freunde haben als auch gemocht werden?",SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,True,False,False,"['Highschooler', 'Friend']",cross-encoder
"Zeigen Sie die Namen der Gymnasiasten, die Vorlieben haben, und die Anzahl der Vorlieben für jede.","SELECT T2.name ,  count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id",True,False,False,['Highschooler'],cross-encoder
"Was sind die Namen der Gymnasiasten, die Vorlieben haben, und wie viele Vorlieben hat jeder von ihnen?","SELECT T2.name ,  count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id",True,False,False,['Highschooler'],cross-encoder
"Wie lautet der Name des Gymnasiasten, der die meisten Vorlieben hat?",SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,True,False,False,['Highschooler'],cross-encoder
Geben Sie den Namen des Schülers/der Schülerin mit den meisten Vorlieben an.,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,True,False,False,['school'],cross-encoder
"Wie lauten die Namen der Schülerinnen und Schüler, die 2 oder mehr Vorlieben haben?",SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  2,True,False,False,['school'],cross-encoder
"Zeigen Sie die Namen der Schülerinnen und Schüler, die eine höhere Note als 5 haben und mindestens 2 Freunde haben.",SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.grade  >  5 GROUP BY T1.student_id HAVING count(*)  >=  2,True,False,False,"['school', 'Friend']",cross-encoder
"Wie lauten die Namen von Gymnasiasten, die eine Klasse über 5 haben, und zwei oder mehr Freunde haben?",SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.grade  >  5 GROUP BY T1.student_id HAVING count(*)  >=  2,False,False,False,"['Highschooler', 'CLASS', 'Friend']",cross-encoder
"Geben Sie die Anzahl der Vorlieben zurück, die der Gymnasiast mit dem Namen Kyle hat.","SELECT count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",True,False,False,['Highschooler'],cross-encoder
"Ermitteln Sie die Durchschnittsnote aller Schülerinnen und Schüler, die einige Freunde haben.",SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),True,False,False,"['school', 'Friend']",cross-encoder
